"Rank","Player","Team","Bye","POS","ESPN","Sleeper","NFL","RTSports","FFC","AVG"
"493","Derek Anderson","","","QB55","","","","","","461.0"
"494","Jermaine Gresham","","","TE55","","","","","","462.0"
"495","Colt McCoy","","","QB56","","","","","","463.0"
"496","Matt Schaub","","","QB57","","","","","","464.0"
"497","Matt Moore","","","QB58","","","","","","465.0"
"498","Mike Glennon","","","QB59","","","","","","466.0"
"499","Kellen Davis","","","TE56","","","","","","467.0"
"500","Christian Hackenberg","","","QB60","","","","","","468.0"
"501","Dan Orlovsky","","","QB61","","","","","","469.0"
"502","Tom Savage","","","QB62","","","","","","470.0"
"503","MyCole Pruitt","PIT","8","TE57","","","","","","471.0"
"504","Aaron Murray","","","QB63","","","","","","472.0"
"505","Scott Tolzien","","","QB64","","","","","","473.0"
"506","Stephen Anderson","","","TE58","","","","","","474.0"
"507","Brandon Weeden","","","QB65","","","","","","475.0"
"508","Austin Davis","","","QB66","","","","","","476.0"
"509","Drew Stanton","","","QB67","","","","","","477.0"
"510","Scott Chandler","","","TE59","","","","","","478.0"
"511","Zach Mettenberger","","","QB68","","","","","","479.0"
"512","Troy Niklas","","","TE60","","","","","","480.0"
"513","Ryan Nassib","","","QB69","","","","","","481.0"
"514","Garrett Graham","","","TE61","","","","","","482.0"
"515","Kellen Moore","","","QB70","","","","","","483.0"
"516","C.J. Fiedorowicz","","","TE62","","","","","","484.0"
"517","Garrett Grayson","","","QB71","","","","","","485.0"
"518","Jack Doyle","","","TE63","","","","","","486.0"
"519","Trevone Boykin","","","QB72","","","","","","487.0"
"520","Dion Sims","","","TE64","","","","","","488.0"
"521","Marcedes Lewis","CHI","9","TE65","","","","","","489.0"
"522","Cardale Jones","","","QB73","","","","","","490.0"
"523","Blake Bell","","","TE66","","","","","","491.0"
"524","Kellen Clemens","","","QB74","","","","","","492.0"
"525","Ed Dickson","","","TE67","","","","","","493.0"
"526","Luke McCown","","","QB75","","","","","","494.0"
"527","Seth DeValve","","","TE68","","","","","","495.0"
"528","Bryce Petty","","","QB76","","","","","","496.0"
"529","Jeff Cumberland","","","TE69","","","","","","497.0"
"530","Anthony Fasano","","","TE70","","","","","","498.0"
"531","Matt McGloin","","","QB77","","","","","","499.0"
"532","Gavin Escobar","","","TE71","","","","","","500.0"
"533","Jacoby Brissett","NE","9","QB78","","","","","","501.0"
"534","Nick Vannett","TEN","13","TE72","","","","","","502.0"
"535","Bruce Gradkowski","","","QB79","","","","","","503.0"
"536","James O","","'Shaughnessy","","","TE73","","","","","","504.0"
"537","Jeff Driskel","WAS","9","QB80","","","","","","505.0"
"538","Brandon Pettigrew","","","TE74","","","","","","506.0"
"539","Kevin Hogan","","","QB81","","","","","","507.0"
"540","Demetrius Harris","","","TE75","","","","","","508.0"
"541","Joe Webb","III","","QB82","","","","","","509.0"
"542","Logan Paulsen","","","TE76","","","","","","510.0"
"543","Joel Stave","","","QB83","","","","","","511.0"
"544","Connor Cook","","","QB84","","","","","","512.0"
"545","Nate Sudfeld","DET","10","QB85","","","","","","513.0"
"546","Josh Scobee","","","K30","","","","","","534.0"
"547","Kai Forbath","LAR","8","K31","","","","","","538.0"
"548","Cody Parkey","","","K32","","","","","","539.0"
"549","Wil Lutz","DEN","11","K33","","","","","","542.0"
"550","Andrew Franks","","","K34","","","","","","543.0"
"551","Caleb Sturgis","","","K35","","","","","","544.0"
""
""
